Replicas    "SW Quorum" "SW All"    "SW TO" "Ser Quorum"    "Ser All"   "Ser TO"
3           18.34       15.32       4.96    2.12            1.98        0.169
4           10.54       10.03       4.37    1.97            1.83        0.168
5           11.45       10.65       5.04    1.88            1.79        0.169
6            7.94        9.44       4.48    1.76            1.68        0.168
7            7.67        8.46       4.50    1.72            1.58        0.168
8            7.62        7.49       4.00    1.62            1.54        0.167
9            8.12        5.72       4.31    1.62            1.49        0.164
